epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
176,10464.3,0.73471,0.5259,1.23418,0.90355,0.85435,0.9063,0.69044,0.83266,0.54779,1.30224,0.000628267,0.000628267,0.000628267
177,10523.6,0.7545,0.53525,1.2457,0.89855,0.86341,0.90139,0.68157,0.87201,0.54373,1.33941,0.000619932,0.000619932,0.000619932
178,10582.9,0.74003,0.54194,1.24196,0.90858,0.84379,0.89612,0.68588,0.8438,0.56943,1.32914,0.000611621,0.000611621,0.000611621
179,10642.3,0.72453,0.5293,1.22203,0.91987,0.83648,0.90456,0.69039,0.85557,0.5477,1.3234,0.000603336,0.000603336,0.000603336
180,10701.7,0.72759,0.52566,1.2331,0.92059,0.83852,0.8978,0.68493,0.86568,0.59538,1.34227,0.000595077,0.000595077,0.000595077
181,10761.2,0.73132,0.5235,1.22756,0.90974,0.85578,0.90512,0.68717,0.84347,0.52478,1.32342,0.000586845,0.000586845,0.000586845
182,10820.5,0.75109,0.53253,1.24548,0.89095,0.85535,0.90369,0.68544,0.85881,0.54922,1.33507,0.000578641,0.000578641,0.000578641
183,10879.8,0.72874,0.51785,1.22158,0.91744,0.85535,0.90852,0.69187,0.83914,0.53636,1.31987,0.000570466,0.000570466,0.000570466
184,10939.1,0.72993,0.52043,1.23323,0.89803,0.85857,0.90944,0.69926,0.82849,0.55185,1.30328,0.00056232,0.00056232,0.00056232
185,10998.5,0.73966,0.53308,1.23258,0.93495,0.83019,0.89753,0.6916,0.83162,0.55463,1.32703,0.000554206,0.000554206,0.000554206
186,11057.8,0.73186,0.52818,1.23812,0.91647,0.82809,0.89087,0.68159,0.84823,0.58128,1.32413,0.000546122,0.000546122,0.000546122
187,11117.1,0.72309,0.52532,1.22784,0.90297,0.8522,0.89269,0.69018,0.83041,0.57772,1.31199,0.000538072,0.000538072,0.000538072
188,11176.5,0.72301,0.51651,1.22101,0.92571,0.8239,0.90383,0.69053,0.83965,0.54974,1.35316,0.000530054,0.000530054,0.000530054
189,11236,0.72029,0.5216,1.2291,0.90446,0.83351,0.89986,0.68484,0.84603,0.57586,1.32282,0.000522071,0.000522071,0.000522071
190,11295.3,0.72798,0.52374,1.22428,0.89905,0.84906,0.90671,0.68587,0.84745,0.54286,1.33423,0.000514122,0.000514122,0.000514122
191,11354.8,0.71777,0.51622,1.22768,0.91242,0.85177,0.91261,0.69195,0.82765,0.53522,1.31793,0.00050621,0.00050621,0.00050621
192,11414.1,0.70981,0.49726,1.20854,0.93375,0.81132,0.90546,0.68926,0.8474,0.53822,1.34896,0.000498335,0.000498335,0.000498335
193,11473.5,0.72169,0.51529,1.22171,0.86072,0.86792,0.90946,0.69165,0.82457,0.55271,1.31866,0.000490497,0.000490497,0.000490497
194,11532.8,0.69231,0.49124,1.20505,0.89933,0.84591,0.8985,0.68336,0.83663,0.55984,1.32738,0.000482698,0.000482698,0.000482698
195,11592.2,0.70773,0.49349,1.20363,0.89695,0.84852,0.89254,0.69047,0.8301,0.56786,1.32334,0.000474938,0.000474938,0.000474938
196,11651.5,0.69637,0.49405,1.20724,0.91752,0.83333,0.90617,0.6866,0.84956,0.56336,1.348,0.000467218,0.000467218,0.000467218
197,11710.9,0.69381,0.48559,1.19967,0.91429,0.83863,0.89204,0.6752,0.85567,0.57771,1.3646,0.000459539,0.000459539,0.000459539
198,11770.1,0.69765,0.49218,1.20265,0.92088,0.84185,0.89668,0.68512,0.82945,0.57236,1.32673,0.000451903,0.000451903,0.000451903
199,11829.4,0.69735,0.49819,1.21161,0.92233,0.84906,0.89928,0.68646,0.83602,0.57095,1.33894,0.000444309,0.000444309,0.000444309
200,11888.8,0.70305,0.49709,1.20855,0.92261,0.85535,0.908,0.69981,0.84246,0.53791,1.32463,0.000436758,0.000436758,0.000436758
201,11948.1,0.68796,0.48483,1.20094,0.93768,0.85163,0.90625,0.68855,0.8567,0.56325,1.32429,0.000429252,0.000429252,0.000429252
202,12007.5,0.69854,0.49302,1.20646,0.89531,0.86057,0.90135,0.68709,0.84277,0.56004,1.31103,0.000421792,0.000421792,0.000421792
203,12066.8,0.71368,0.49782,1.20899,0.92373,0.82704,0.90482,0.68532,0.84589,0.5418,1.3353,0.000414377,0.000414377,0.000414377
204,12126,0.70554,0.49478,1.20724,0.88602,0.85849,0.89191,0.68314,0.86135,0.54661,1.34822,0.00040701,0.00040701,0.00040701
205,12185.4,0.71821,0.49904,1.21276,0.8839,0.87421,0.89865,0.6806,0.86842,0.554,1.3531,0.000399689,0.000399689,0.000399689
206,12244.9,0.69041,0.48904,1.19976,0.89022,0.86702,0.89601,0.68993,0.84523,0.56318,1.33026,0.000392418,0.000392418,0.000392418
207,12304.3,0.68866,0.48932,1.19651,0.91872,0.85311,0.89111,0.68786,0.85163,0.57004,1.35099,0.000385196,0.000385196,0.000385196
208,12363.7,0.68081,0.48881,1.19773,0.90443,0.84591,0.88635,0.67884,0.85633,0.5948,1.36212,0.000378023,0.000378023,0.000378023
209,12423,0.68378,0.4851,1.19806,0.90816,0.86164,0.89415,0.68174,0.85715,0.57554,1.36933,0.000370902,0.000370902,0.000370902
210,12482.4,0.68272,0.49328,1.19555,0.90724,0.86121,0.8909,0.6824,0.86075,0.58383,1.37596,0.000363832,0.000363832,0.000363832
211,12541.8,0.66447,0.47135,1.17829,0.9164,0.85849,0.88671,0.69287,0.84376,0.58776,1.35429,0.000356815,0.000356815,0.000356815
212,12601.3,0.69929,0.48929,1.20588,0.89365,0.85535,0.89358,0.68819,0.85088,0.6094,1.36282,0.000349851,0.000349851,0.000349851
213,12660.7,0.67022,0.47149,1.18116,0.9068,0.85665,0.89243,0.68521,0.83547,0.58603,1.33396,0.000342941,0.000342941,0.000342941
214,12720,0.67542,0.4868,1.20423,0.91269,0.85469,0.89104,0.68805,0.83707,0.57896,1.33516,0.000336086,0.000336086,0.000336086
215,12779.4,0.67559,0.48588,1.18763,0.92184,0.85535,0.89565,0.68761,0.82743,0.58248,1.32143,0.000329286,0.000329286,0.000329286
216,12838.7,0.68196,0.4888,1.19697,0.92691,0.84906,0.8927,0.68918,0.82603,0.56796,1.31727,0.000322542,0.000322542,0.000322542
217,12898,0.66854,0.49119,1.18157,0.93059,0.84321,0.89273,0.6893,0.81352,0.56876,1.30989,0.000315855,0.000315855,0.000315855
218,12957.3,0.67885,0.48026,1.18801,0.91197,0.84591,0.89093,0.692,0.82022,0.57713,1.30838,0.000309226,0.000309226,0.000309226
219,13016.7,0.66114,0.47312,1.18188,0.93291,0.85849,0.89389,0.68801,0.84212,0.56795,1.33769,0.000302655,0.000302655,0.000302655
220,13076,0.65481,0.46973,1.17959,0.92872,0.86038,0.90256,0.69364,0.82568,0.55361,1.32029,0.000296144,0.000296144,0.000296144
