epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
17,1700.87,1.14891,1.0602,1.51866,0.87183,0.74528,0.86094,0.6156,1.11722,0.83525,1.54108,0.00165544,0.00165544,0.00165544
18,1800.52,1.15991,1.06778,1.5291,0.88813,0.72396,0.82936,0.59657,1.11947,0.92876,1.60327,0.00165396,0.00165396,0.00165396
19,1900.31,1.15393,1.04589,1.51248,0.84991,0.76101,0.85446,0.58837,1.18354,0.84425,1.61925,0.00165238,0.00165238,0.00165238
20,2000.09,1.16219,1.03378,1.52841,0.87935,0.77925,0.8757,0.62299,1.10729,0.84037,1.60905,0.00165072,0.00165072,0.00165072
21,2099.95,1.12938,1.02322,1.49756,0.86501,0.76101,0.85596,0.60012,1.11047,0.88637,1.63708,0.00164897,0.00164897,0.00164897
22,2199.83,1.11312,0.99867,1.48007,0.8286,0.7327,0.83494,0.57534,1.15916,0.92359,1.62156,0.00164713,0.00164713,0.00164713
23,2299.66,1.11844,1.01013,1.48493,0.86219,0.76415,0.84659,0.57489,1.257,0.92484,1.63909,0.0016452,0.0016452,0.0016452
24,2399.49,1.10083,0.97669,1.4739,0.8234,0.81761,0.86189,0.5946,1.1682,0.83681,1.60492,0.00164318,0.00164318,0.00164318
25,2499.26,1.07561,0.96145,1.46342,0.87311,0.76415,0.87505,0.63138,1.09401,0.82241,1.54617,0.00164108,0.00164108,0.00164108
26,2599.19,1.08982,0.95284,1.46386,0.90205,0.83962,0.88512,0.61337,1.0941,0.75155,1.5356,0.00163888,0.00163888,0.00163888
27,2699.04,1.04968,0.93906,1.44799,0.88231,0.82515,0.89534,0.6109,1.18462,0.80271,1.61254,0.0016366,0.0016366,0.0016366
28,2798.9,1.06323,0.95062,1.46646,0.90696,0.81447,0.88853,0.63163,1.11382,0.76513,1.56495,0.00163424,0.00163424,0.00163424
29,2899,1.07188,0.94929,1.4572,0.90889,0.81564,0.89734,0.63986,1.09208,0.73998,1.54152,0.00163178,0.00163178,0.00163178
30,2999.1,1.05009,0.93213,1.44123,0.86866,0.83333,0.86835,0.6305,1.07839,0.74963,1.5362,0.00162924,0.00162924,0.00162924
31,3099.05,1.02717,0.89399,1.42288,0.89787,0.8294,0.8954,0.64632,1.00047,0.77618,1.46828,0.00162661,0.00162661,0.00162661
32,3199.15,1.03711,0.90362,1.4247,0.85241,0.83543,0.88119,0.62338,1.06742,0.74849,1.5077,0.0016239,0.0016239,0.0016239
33,3299,1.03109,0.88474,1.42566,0.84462,0.8239,0.86942,0.59953,1.16753,0.8442,1.59018,0.0016211,0.0016211,0.0016211
34,3398.81,1.02455,0.8873,1.42407,0.86984,0.81132,0.89889,0.64795,1.01764,0.71236,1.45084,0.00161822,0.00161822,0.00161822
35,3498.87,1.03763,0.886,1.43575,0.8916,0.84591,0.89948,0.64784,1.01444,0.68074,1.46583,0.00161525,0.00161525,0.00161525
36,3598.81,0.98687,0.85805,1.39962,0.89583,0.82704,0.89796,0.63063,1.09887,0.74072,1.54241,0.00161219,0.00161219,0.00161219
37,3698.66,1.00479,0.86484,1.41045,0.9041,0.80818,0.90808,0.63314,1.14142,0.70181,1.53262,0.00160905,0.00160905,0.00160905
38,3798.6,1.00702,0.87105,1.41262,0.89114,0.77044,0.8845,0.66054,0.99006,0.72207,1.44244,0.00160583,0.00160583,0.00160583
39,3898.66,0.99324,0.85621,1.4089,0.88865,0.8239,0.88874,0.65778,1.00129,0.72138,1.46146,0.00160252,0.00160252,0.00160252
40,3998.54,0.98559,0.8329,1.39611,0.90812,0.79245,0.88282,0.64522,1.09071,0.72634,1.51729,0.00159913,0.00159913,0.00159913
41,4098.46,0.9897,0.81905,1.38195,0.85925,0.82552,0.89705,0.65081,1.08041,0.72169,1.49111,0.00159566,0.00159566,0.00159566
42,4198.68,0.97535,0.80987,1.3714,0.90957,0.7907,0.8948,0.64798,1.06208,0.70278,1.5187,0.0015921,0.0015921,0.0015921
43,4298.6,0.99546,0.8236,1.39496,0.91031,0.81132,0.90752,0.66182,1.01761,0.68697,1.45821,0.00158847,0.00158847,0.00158847
44,4398.72,0.97386,0.78825,1.37057,0.91101,0.80479,0.88686,0.66249,0.96778,0.69023,1.4602,0.00158475,0.00158475,0.00158475
45,4498.8,0.96302,0.79046,1.37479,0.92207,0.78616,0.90567,0.66319,0.99295,0.71505,1.4254,0.00158094,0.00158094,0.00158094
46,4598.85,0.95247,0.78272,1.36135,0.87385,0.84952,0.89698,0.65925,1.06432,0.6781,1.4879,0.00157706,0.00157706,0.00157706
47,4698.72,0.95367,0.78026,1.35137,0.93756,0.80268,0.90296,0.65825,1.06366,0.67841,1.47815,0.0015731,0.0015731,0.0015731
48,4798.56,0.9384,0.7619,1.34258,0.87537,0.8522,0.90803,0.68586,0.94106,0.65355,1.37672,0.00156906,0.00156906,0.00156906
49,4898.49,0.95033,0.77146,1.35221,0.88245,0.83648,0.90534,0.66724,0.99455,0.66216,1.43207,0.00156493,0.00156493,0.00156493
50,4998.22,0.93949,0.76794,1.34283,0.90085,0.82854,0.90089,0.67217,0.97798,0.68711,1.42284,0.00156073,0.00156073,0.00156073
51,5098.06,0.93382,0.75148,1.34037,0.90023,0.85124,0.91837,0.69365,0.9385,0.64535,1.38003,0.00155645,0.00155645,0.00155645
52,5197.98,0.94792,0.76047,1.34844,0.902,0.84277,0.89724,0.65461,1.0151,0.69979,1.45684,0.00155209,0.00155209,0.00155209
53,5297.66,0.919,0.75259,1.33121,0.8955,0.81761,0.90274,0.66463,0.99592,0.65961,1.41122,0.00154765,0.00154765,0.00154765
54,5397.34,0.93088,0.76304,1.34366,0.87083,0.84799,0.89841,0.67916,0.95283,0.67452,1.40818,0.00154314,0.00154314,0.00154314
55,5497.01,0.92428,0.74896,1.33802,0.8907,0.86478,0.90906,0.66422,1.00735,0.69041,1.44908,0.00153854,0.00153854,0.00153854
56,5596.77,0.9174,0.74195,1.32631,0.89036,0.84275,0.8952,0.65781,1.00099,0.67965,1.45808,0.00153388,0.00153388,0.00153388
57,5696.36,0.9058,0.71564,1.32363,0.88078,0.83634,0.90772,0.66708,1.00644,0.67505,1.44453,0.00152913,0.00152913,0.00152913
58,5795.88,0.91934,0.72406,1.324,0.85824,0.83962,0.89884,0.66993,0.97921,0.66658,1.39369,0.00152431,0.00152431,0.00152431
59,5895.51,0.89395,0.72132,1.31082,0.88026,0.83019,0.90732,0.67898,0.94467,0.63795,1.3903,0.00151942,0.00151942,0.00151942
60,5995.31,0.91647,0.73865,1.3283,0.88938,0.83436,0.91147,0.68174,0.93203,0.64949,1.36385,0.00151445,0.00151445,0.00151445
61,6095.17,0.90447,0.7368,1.32,0.88746,0.84313,0.91376,0.68619,0.94826,0.61353,1.41458,0.00150941,0.00150941,0.00150941
62,6194.92,0.88358,0.70972,1.30668,0.91404,0.80255,0.89685,0.68322,0.90052,0.68543,1.35486,0.00150429,0.00150429,0.00150429
63,6294.69,0.91099,0.73211,1.31489,0.91813,0.8111,0.89692,0.67025,0.96093,0.6611,1.41665,0.0014991,0.0014991,0.0014991
64,6394.48,0.88273,0.70702,1.29916,0.91716,0.83559,0.92162,0.68932,0.96985,0.62539,1.40764,0.00149384,0.00149384,0.00149384
65,6494.31,0.88108,0.69345,1.2984,0.87582,0.83962,0.91676,0.67732,0.9403,0.67812,1.39279,0.00148851,0.00148851,0.00148851
66,6594.08,0.88977,0.71251,1.3022,0.90495,0.82704,0.90887,0.67572,0.98668,0.6414,1.43895,0.00148311,0.00148311,0.00148311
67,6693.93,0.8675,0.69021,1.29894,0.91363,0.83157,0.9044,0.67816,0.94681,0.66346,1.40689,0.00147764,0.00147764,0.00147764
68,6793.73,0.87352,0.68037,1.29474,0.91603,0.82328,0.89581,0.6797,0.9361,0.66164,1.39292,0.00147209,0.00147209,0.00147209
69,6893.63,0.86809,0.67109,1.28183,0.90922,0.84277,0.9066,0.68009,0.98155,0.6379,1.41674,0.00146648,0.00146648,0.00146648
70,6993.49,0.88758,0.69555,1.29665,0.88048,0.86478,0.90457,0.67779,0.96234,0.65024,1.40511,0.0014608,0.0014608,0.0014608
71,7093.28,0.85343,0.68219,1.27194,0.9126,0.82088,0.91149,0.69102,0.92138,0.65029,1.37002,0.00145505,0.00145505,0.00145505
72,7193.04,0.88042,0.6938,1.314,0.90424,0.81761,0.90517,0.68405,0.97011,0.67892,1.37597,0.00144924,0.00144924,0.00144924
73,7292.76,0.86525,0.68184,1.29056,0.87859,0.84591,0.90481,0.67943,0.97014,0.6318,1.41449,0.00144335,0.00144335,0.00144335
74,7392.46,0.87237,0.68286,1.29978,0.88523,0.8489,0.91334,0.68303,0.94668,0.59758,1.38501,0.00143741,0.00143741,0.00143741
75,7492.22,0.86905,0.66857,1.28666,0.8638,0.8576,0.91011,0.69563,0.91776,0.61299,1.35644,0.00143139,0.00143139,0.00143139
76,7592.19,0.8478,0.65751,1.2744,0.87753,0.8239,0.89548,0.68255,0.91632,0.65827,1.36948,0.00142531,0.00142531,0.00142531
77,7692,0.86741,0.68168,1.28151,0.89962,0.81761,0.90932,0.67094,0.96766,0.65154,1.41952,0.00141917,0.00141917,0.00141917
78,7791.8,0.82545,0.6454,1.25144,0.92045,0.7956,0.89905,0.67789,0.9434,0.67247,1.40277,0.00141297,0.00141297,0.00141297
79,7891.6,0.84701,0.67162,1.28358,0.92106,0.79874,0.8915,0.67288,0.93428,0.67326,1.37709,0.0014067,0.0014067,0.0014067
80,7991.46,0.8453,0.65256,1.27454,0.89657,0.84906,0.91701,0.68597,0.99704,0.63415,1.42815,0.00140037,0.00140037,0.00140037
81,8091.21,0.86093,0.66664,1.27976,0.90937,0.82037,0.91318,0.69356,0.92226,0.61845,1.37212,0.00139398,0.00139398,0.00139398
82,8190.96,0.85254,0.68622,1.28684,0.87359,0.81761,0.90284,0.67952,0.95083,0.66722,1.37616,0.00138753,0.00138753,0.00138753
83,8290.72,0.83948,0.65197,1.26238,0.90767,0.84277,0.92554,0.70535,0.88696,0.58875,1.35037,0.00138101,0.00138101,0.00138101
84,8390.7,0.83078,0.64333,1.26516,0.8801,0.84906,0.90645,0.6732,0.96823,0.62535,1.40728,0.00137444,0.00137444,0.00137444
85,8490.6,0.81944,0.63409,1.25091,0.8743,0.86164,0.92356,0.68975,0.94992,0.60291,1.37149,0.00136781,0.00136781,0.00136781
86,8590.45,0.81819,0.6162,1.2511,0.93051,0.81761,0.90954,0.70031,0.90934,0.6258,1.34689,0.00136113,0.00136113,0.00136113
87,8690.32,0.81796,0.63527,1.25491,0.91848,0.85034,0.92148,0.70319,0.89728,0.5747,1.35562,0.00135438,0.00135438,0.00135438
88,8790.15,0.83325,0.63331,1.2654,0.90762,0.85849,0.91629,0.69801,0.93361,0.58506,1.35282,0.00134758,0.00134758,0.00134758
89,8889.91,0.80394,0.60056,1.2471,0.88517,0.84591,0.91081,0.68293,0.9668,0.60685,1.42157,0.00134073,0.00134073,0.00134073
90,8989.64,0.79874,0.61374,1.24265,0.88834,0.86164,0.9145,0.69581,0.93985,0.60677,1.36357,0.00133382,0.00133382,0.00133382
91,9089.61,0.82597,0.63094,1.25344,0.94127,0.82704,0.92403,0.69585,0.93964,0.5796,1.3747,0.00132685,0.00132685,0.00132685
92,9189.6,0.80488,0.62958,1.24999,0.89417,0.85019,0.91219,0.69982,0.88536,0.57371,1.32409,0.00131984,0.00131984,0.00131984
93,9289.57,0.80702,0.62655,1.24741,0.86388,0.87107,0.90946,0.69167,0.97048,0.6072,1.40518,0.00131277,0.00131277,0.00131277
94,9389.55,0.82219,0.61497,1.25704,0.89948,0.8522,0.9005,0.68644,0.93331,0.61118,1.36517,0.00130565,0.00130565,0.00130565
95,9489.56,0.81547,0.62454,1.2404,0.90608,0.86164,0.91679,0.69869,0.90268,0.58567,1.36874,0.00129847,0.00129847,0.00129847
96,9589.54,0.81485,0.61243,1.24827,0.89412,0.86478,0.9223,0.70301,0.92324,0.56937,1.35158,0.00129125,0.00129125,0.00129125
97,9689.41,0.78729,0.59103,1.22867,0.90235,0.84591,0.90859,0.69164,0.96384,0.6128,1.4026,0.00128398,0.00128398,0.00128398
98,9789.14,0.80027,0.61628,1.23639,0.91158,0.86164,0.92315,0.70948,0.84471,0.5546,1.29244,0.00127666,0.00127666,0.00127666
99,9889.1,0.78091,0.5997,1.22973,0.89096,0.84796,0.91465,0.70489,0.86978,0.58659,1.30812,0.00126929,0.00126929,0.00126929
100,9988.91,0.79887,0.6095,1.23308,0.92363,0.83675,0.92263,0.71098,0.87422,0.57312,1.33349,0.00126188,0.00126188,0.00126188
101,10088.8,0.80478,0.60817,1.24557,0.89039,0.84906,0.91677,0.71661,0.86196,0.60982,1.31534,0.00125442,0.00125442,0.00125442
102,10188.8,0.78697,0.60486,1.22774,0.94193,0.81761,0.91652,0.70029,0.88424,0.61163,1.35209,0.00124691,0.00124691,0.00124691
103,10288.6,0.78323,0.58667,1.2177,0.92541,0.81934,0.91176,0.69994,0.89135,0.62664,1.34193,0.00123936,0.00123936,0.00123936
104,10388.4,0.77259,0.57319,1.21817,0.92243,0.84591,0.9108,0.71291,0.84624,0.57837,1.30207,0.00123177,0.00123177,0.00123177
105,10488.2,0.78333,0.59466,1.22941,0.92289,0.82799,0.90578,0.70441,0.89821,0.61604,1.3522,0.00122413,0.00122413,0.00122413
106,10587.9,0.76636,0.58618,1.21117,0.89976,0.8468,0.9003,0.69456,0.90082,0.60861,1.35097,0.00121645,0.00121645,0.00121645
107,10687.6,0.77834,0.59334,1.22793,0.91243,0.83019,0.91889,0.70393,0.87313,0.57202,1.30535,0.00120873,0.00120873,0.00120873
108,10787.5,0.7688,0.58042,1.22199,0.91904,0.86164,0.92093,0.71037,0.87236,0.56203,1.31237,0.00120097,0.00120097,0.00120097
109,10887.2,0.76881,0.56928,1.21975,0.90877,0.84572,0.91554,0.70461,0.90464,0.6605,1.36953,0.00119317,0.00119317,0.00119317
110,10987.1,0.765,0.57066,1.21567,0.90535,0.87234,0.91937,0.7128,0.88479,0.565,1.33193,0.00118534,0.00118534,0.00118534
111,11086.9,0.73039,0.5468,1.1918,0.91321,0.86027,0.91734,0.71042,0.88107,0.57537,1.33017,0.00117746,0.00117746,0.00117746
112,11186.7,0.767,0.57907,1.21658,0.91137,0.8522,0.91441,0.71586,0.8407,0.56175,1.30346,0.00116955,0.00116955,0.00116955
113,11286.6,0.75098,0.57821,1.2019,0.90471,0.86584,0.91432,0.70908,0.87957,0.60192,1.32978,0.0011616,0.0011616,0.0011616
114,11386.3,0.76045,0.57256,1.21121,0.90559,0.84906,0.90488,0.70111,0.89601,0.60024,1.36199,0.00115362,0.00115362,0.00115362
115,11486.2,0.75453,0.56949,1.20904,0.92644,0.83166,0.91537,0.70601,0.88696,0.60549,1.34186,0.0011456,0.0011456,0.0011456
116,11586.1,0.74997,0.55046,1.19505,0.90968,0.8551,0.91423,0.707,0.89111,0.60468,1.36771,0.00113755,0.00113755,0.00113755
117,11686,0.74829,0.56379,1.20462,0.92432,0.83019,0.91244,0.70672,0.87809,0.65442,1.35154,0.00112946,0.00112946,0.00112946
118,11785.9,0.7436,0.55369,1.20067,0.90865,0.81329,0.90209,0.69387,0.92057,0.61554,1.39585,0.00112135,0.00112135,0.00112135
119,11885.8,0.75789,0.57038,1.20916,0.92405,0.84166,0.9171,0.70755,0.90316,0.56288,1.3686,0.0011132,0.0011132,0.0011132
120,11985.7,0.73951,0.53651,1.20127,0.92923,0.7956,0.91445,0.70709,0.87012,0.58841,1.34574,0.00110503,0.00110503,0.00110503
121,12085.6,0.74906,0.55027,1.20377,0.88758,0.86899,0.92571,0.7107,0.88762,0.57944,1.32778,0.00109683,0.00109683,0.00109683
122,12185.5,0.74435,0.55769,1.19886,0.91457,0.87535,0.9328,0.72405,0.83951,0.53773,1.30087,0.00108859,0.00108859,0.00108859
123,12285.6,0.73398,0.54849,1.1959,0.92405,0.8239,0.91148,0.70945,0.87067,0.58649,1.32042,0.00108033,0.00108033,0.00108033
124,12385.6,0.72052,0.51767,1.18031,0.8912,0.8522,0.90792,0.72369,0.83499,0.60046,1.29637,0.00107205,0.00107205,0.00107205
125,12485.7,0.72695,0.53378,1.18171,0.9366,0.8362,0.91175,0.71152,0.8532,0.57371,1.31844,0.00106374,0.00106374,0.00106374
126,12585.8,0.72716,0.53564,1.19173,0.91669,0.86506,0.91239,0.72104,0.85054,0.59467,1.3164,0.0010554,0.0010554,0.0010554
127,12685.8,0.72939,0.54527,1.19949,0.91688,0.85535,0.91464,0.71656,0.88177,0.60394,1.34767,0.00104705,0.00104705,0.00104705
128,12785.8,0.72024,0.51739,1.17662,0.88835,0.86478,0.91763,0.72275,0.8665,0.57803,1.30506,0.00103866,0.00103866,0.00103866
129,12885.8,0.73224,0.54517,1.18298,0.92547,0.85907,0.92302,0.71202,0.91064,0.56513,1.37065,0.00103026,0.00103026,0.00103026
130,12985.8,0.722,0.54625,1.18453,0.93323,0.83507,0.91278,0.71164,0.86234,0.58565,1.32993,0.00102184,0.00102184,0.00102184
131,13085.9,0.72588,0.53539,1.18475,0.94649,0.83962,0.91832,0.71971,0.84761,0.55638,1.29441,0.0010134,0.0010134,0.0010134
132,13186.1,0.72746,0.52806,1.18502,0.92388,0.83966,0.91706,0.71711,0.84846,0.609,1.32227,0.00100493,0.00100493,0.00100493
133,13286.1,0.71899,0.52565,1.18163,0.90907,0.85535,0.91814,0.73055,0.84092,0.56315,1.30564,0.000996456,0.000996456,0.000996456
134,13386.4,0.70631,0.51049,1.17664,0.92047,0.84906,0.90956,0.70766,0.86997,0.60708,1.33236,0.000987959,0.000987959,0.000987959
135,13486.4,0.71255,0.51677,1.17607,0.93468,0.82704,0.91527,0.70819,0.86694,0.5807,1.32089,0.000979447,0.000979447,0.000979447
136,13586.5,0.70487,0.52725,1.17064,0.93086,0.84673,0.92427,0.72635,0.8571,0.56956,1.32579,0.000970919,0.000970919,0.000970919
137,13686.6,0.71419,0.5151,1.17518,0.93795,0.85563,0.9248,0.72459,0.84355,0.54262,1.30452,0.000962378,0.000962378,0.000962378
138,13786.6,0.71377,0.50643,1.17013,0.91078,0.85849,0.91944,0.71808,0.86295,0.55368,1.33594,0.000953823,0.000953823,0.000953823
139,13886.6,0.7053,0.5033,1.17034,0.93298,0.85849,0.91942,0.72368,0.84259,0.54284,1.30286,0.000945256,0.000945256,0.000945256
140,13986.7,0.68368,0.50113,1.15652,0.93644,0.84591,0.91072,0.71826,0.84351,0.57895,1.30967,0.000936677,0.000936677,0.000936677
141,14086.7,0.70632,0.51069,1.16443,0.92841,0.85645,0.9193,0.71131,0.87733,0.57643,1.32954,0.000928088,0.000928088,0.000928088
142,14186.7,0.70178,0.5068,1.16315,0.91766,0.85849,0.92165,0.70891,0.90586,0.59701,1.36726,0.00091949,0.00091949,0.00091949
143,14286.5,0.68967,0.50175,1.1564,0.94794,0.83019,0.91164,0.71303,0.85693,0.59264,1.3152,0.000910883,0.000910883,0.000910883
144,14386.4,0.68921,0.49722,1.15785,0.9379,0.82704,0.91377,0.7162,0.85164,0.56577,1.31617,0.000902269,0.000902269,0.000902269
145,14486,0.6698,0.49157,1.15006,0.91258,0.85355,0.92416,0.71741,0.85346,0.57216,1.31422,0.000893648,0.000893648,0.000893648
146,14585.7,0.67283,0.49203,1.15431,0.92046,0.86478,0.92602,0.71336,0.88979,0.57177,1.32175,0.000885021,0.000885021,0.000885021
147,14685.4,0.6901,0.50284,1.16267,0.93621,0.84906,0.9257,0.72017,0.83844,0.54949,1.29631,0.000876389,0.000876389,0.000876389
148,14785.1,0.66345,0.48478,1.14412,0.93094,0.84776,0.92538,0.71347,0.8652,0.57374,1.32088,0.000867754,0.000867754,0.000867754
149,14884.8,0.67578,0.4801,1.1469,0.9224,0.83333,0.90314,0.70755,0.86152,0.56812,1.3191,0.000859116,0.000859116,0.000859116
150,14984.4,0.66571,0.49112,1.14707,0.9197,0.83333,0.92375,0.71192,0.87541,0.55761,1.34637,0.000850476,0.000850476,0.000850476
151,15084.1,0.67687,0.49415,1.15366,0.91816,0.84675,0.91971,0.71992,0.84643,0.54898,1.30703,0.000841835,0.000841835,0.000841835
152,15183.8,0.68573,0.49721,1.15863,0.89027,0.86745,0.91982,0.71762,0.86933,0.54663,1.32282,0.000833194,0.000833194,0.000833194
153,15283.3,0.67414,0.48124,1.15593,0.93133,0.84906,0.92554,0.71426,0.88301,0.57291,1.33005,0.000824554,0.000824554,0.000824554
154,15382.9,0.67304,0.47708,1.14996,0.9329,0.83065,0.9231,0.72627,0.83092,0.58014,1.30426,0.000815916,0.000815916,0.000815916
155,15482.7,0.66404,0.47666,1.14485,0.92627,0.83648,0.92447,0.71456,0.87743,0.54564,1.33172,0.000807281,0.000807281,0.000807281
156,15582.4,0.66256,0.47354,1.14541,0.9157,0.86478,0.93094,0.73005,0.8484,0.55149,1.29875,0.000798649,0.000798649,0.000798649
157,15682.1,0.68263,0.50654,1.1583,0.93447,0.85196,0.92263,0.71638,0.82817,0.51934,1.28206,0.000790022,0.000790022,0.000790022
158,15781.9,0.64695,0.46142,1.12998,0.90777,0.83572,0.90998,0.72214,0.82253,0.585,1.29893,0.000781401,0.000781401,0.000781401
159,15881.7,0.65379,0.46631,1.13617,0.92725,0.84164,0.92002,0.72221,0.83304,0.55148,1.29236,0.000772787,0.000772787,0.000772787
160,15981.6,0.65477,0.46748,1.13054,0.93949,0.83005,0.92104,0.7193,0.85849,0.56158,1.32916,0.00076418,0.00076418,0.00076418
161,16081.5,0.65707,0.47689,1.14081,0.92975,0.83239,0.91854,0.71063,0.86246,0.57478,1.32505,0.000755582,0.000755582,0.000755582
162,16181.3,0.64606,0.47078,1.13518,0.92211,0.85627,0.92278,0.72606,0.8281,0.53973,1.28748,0.000746993,0.000746993,0.000746993
163,16281.2,0.65974,0.46622,1.14039,0.93404,0.87421,0.91817,0.73156,0.83274,0.55226,1.28571,0.000738414,0.000738414,0.000738414
164,16381.2,0.64553,0.4551,1.138,0.93798,0.84591,0.92045,0.72752,0.84836,0.543,1.30705,0.000729847,0.000729847,0.000729847
165,16481.2,0.64323,0.46604,1.13876,0.91419,0.86792,0.92172,0.72474,0.84257,0.54768,1.31165,0.000721292,0.000721292,0.000721292
166,16581.1,0.63916,0.45601,1.13272,0.94085,0.8503,0.92126,0.71987,0.83934,0.55689,1.30059,0.000712751,0.000712751,0.000712751
167,16680.9,0.6488,0.45693,1.1332,0.92681,0.86164,0.93035,0.7303,0.81003,0.5326,1.28888,0.000704223,0.000704223,0.000704223
168,16780.9,0.63732,0.44901,1.12431,0.94688,0.84089,0.92119,0.71954,0.83251,0.54168,1.32042,0.000695711,0.000695711,0.000695711
169,16880.7,0.64131,0.44917,1.12838,0.90019,0.87923,0.93044,0.72864,0.82207,0.51681,1.28951,0.000687214,0.000687214,0.000687214
170,16980.5,0.62067,0.44663,1.11895,0.94458,0.85748,0.94086,0.7259,0.82792,0.5035,1.28251,0.000678735,0.000678735,0.000678735
171,17080.4,0.64058,0.45468,1.13266,0.91938,0.8805,0.93858,0.72972,0.81973,0.50687,1.29442,0.000670274,0.000670274,0.000670274
172,17180.2,0.62545,0.44545,1.12271,0.9306,0.85535,0.92464,0.71717,0.87033,0.54109,1.34009,0.000661831,0.000661831,0.000661831
173,17280.1,0.63045,0.45488,1.12185,0.9135,0.8635,0.92575,0.72296,0.83995,0.54401,1.31886,0.000653408,0.000653408,0.000653408
174,17380,0.63423,0.45739,1.1258,0.91679,0.86615,0.937,0.72296,0.82262,0.50018,1.28719,0.000645006,0.000645006,0.000645006
175,17479.8,0.62428,0.45256,1.11782,0.92596,0.86478,0.93374,0.72026,0.8507,0.52574,1.31673,0.000636625,0.000636625,0.000636625
176,17579.6,0.6186,0.43794,1.11593,0.94753,0.8239,0.92377,0.72215,0.84105,0.53784,1.30769,0.000628267,0.000628267,0.000628267
177,17679.3,0.62168,0.44122,1.12483,0.93838,0.86195,0.92636,0.72518,0.8431,0.54816,1.30692,0.000619932,0.000619932,0.000619932
178,17779,0.62708,0.45552,1.12213,0.94208,0.84277,0.92306,0.71962,0.84959,0.53219,1.31804,0.000611621,0.000611621,0.000611621
179,17878.6,0.61922,0.43842,1.11143,0.93483,0.85701,0.92672,0.72408,0.82562,0.51531,1.29058,0.000603336,0.000603336,0.000603336
180,17978.5,0.61539,0.44799,1.11754,0.92317,0.86906,0.9273,0.73178,0.8203,0.51902,1.26969,0.000595077,0.000595077,0.000595077
181,18078.4,0.61837,0.42627,1.11121,0.92184,0.85849,0.91673,0.72508,0.82428,0.53163,1.28781,0.000586845,0.000586845,0.000586845
182,18178.3,0.61147,0.43662,1.11836,0.92983,0.85849,0.91242,0.71782,0.83687,0.53391,1.27956,0.000578641,0.000578641,0.000578641
183,18278.1,0.60767,0.42148,1.10847,0.93718,0.85535,0.92197,0.7214,0.8375,0.53109,1.28749,0.000570466,0.000570466,0.000570466
184,18377.9,0.60543,0.42557,1.11024,0.93866,0.83962,0.92177,0.72246,0.8457,0.56366,1.30213,0.00056232,0.00056232,0.00056232
