epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
172,6681.37,0.51408,0.3356,0.99078,0.93038,0.8405,0.89136,0.7062,0.77528,0.55202,1.15915,0.000726312,0.000726312,0.000726312
173,6719.95,0.50092,0.33391,0.99245,0.91934,0.8239,0.89846,0.72059,0.78739,0.58149,1.15406,0.000720811,0.000720811,0.000720811
174,6758.56,0.50643,0.34043,0.99091,0.90954,0.85375,0.90509,0.72507,0.81474,0.58229,1.15967,0.00071531,0.00071531,0.00071531
175,6797.18,0.50382,0.3355,0.98568,0.89892,0.85849,0.91181,0.71551,0.81777,0.54445,1.1863,0.000709809,0.000709809,0.000709809
176,6835.79,0.51412,0.34003,0.99487,0.92734,0.8239,0.89678,0.71184,0.78503,0.54245,1.15991,0.000704307,0.000704307,0.000704307
177,6874.34,0.50965,0.33838,0.99339,0.92537,0.83648,0.9042,0.71967,0.77761,0.51679,1.14928,0.000698806,0.000698806,0.000698806
178,6912.96,0.48969,0.332,0.98489,0.8945,0.85321,0.90203,0.71748,0.77551,0.48889,1.16435,0.000693305,0.000693305,0.000693305
179,6951.57,0.48474,0.32093,0.98738,0.93179,0.84277,0.89619,0.7119,0.78361,0.49802,1.15721,0.000687804,0.000687804,0.000687804
180,6990.19,0.51492,0.34541,0.99914,0.91204,0.84776,0.90363,0.72785,0.75299,0.50217,1.1479,0.000682303,0.000682303,0.000682303
181,7028.75,0.49802,0.32891,0.99079,0.93551,0.82111,0.90138,0.71747,0.7825,0.53165,1.15036,0.000676802,0.000676802,0.000676802
182,7067.36,0.50444,0.32993,0.9921,0.90644,0.85302,0.90487,0.71704,0.8062,0.56125,1.17575,0.000671301,0.000671301,0.000671301
183,7106.01,0.48165,0.32886,0.9829,0.94365,0.81447,0.8984,0.72207,0.77695,0.51475,1.15638,0.0006658,0.0006658,0.0006658
